template_id,template_title,device_type,section_id,section_title,question_id,question,input_type,input_options,requires_photo_on_fail,required,display_order
normal_hydrant,Normal Hydrant Checklist,HYD,b_general_hydrant_inspection,B. General Hydrant Inspection,normal_hydrant_q0001,Ensure pillar hydrants are not obstructed,status,Pass / Fail / N/A,True,False,1
normal_hydrant,Normal Hydrant Checklist,HYD,b_general_hydrant_inspection,B. General Hydrant Inspection,normal_hydrant_q0002,Ensure no unauthorized usage of hydrant is permitted,status,Pass / Fail / N/A,True,False,2
normal_hydrant,Normal Hydrant Checklist,HYD,b_general_hydrant_inspection,B. General Hydrant Inspection,normal_hydrant_q0003,Ensure cabinet key is in position,status,Pass / Fail / N/A,True,False,3
normal_hydrant,Normal Hydrant Checklist,HYD,b_general_hydrant_inspection,B. General Hydrant Inspection,normal_hydrant_q0004,Ensure cabinet glass is not broken,status,Pass / Fail / N/A,True,False,4
normal_hydrant,Normal Hydrant Checklist,HYD,b_general_hydrant_inspection,B. General Hydrant Inspection,normal_hydrant_q0005,Ensure canvas hose is kept in cabinet,status,Pass / Fail / N/A,True,False,5
normal_hydrant,Normal Hydrant Checklist,HYD,b_general_hydrant_inspection,B. General Hydrant Inspection,normal_hydrant_q0006,Ensure nozzle is kept in cabinet,status,Pass / Fail / N/A,True,False,6
normal_hydrant,Normal Hydrant Checklist,HYD,b_general_hydrant_inspection,B. General Hydrant Inspection,normal_hydrant_q0007,Ensure hydrant valve is shut when not in use,status,Pass / Fail / N/A,True,False,7
normal_hydrant,Normal Hydrant Checklist,HYD,b_general_hydrant_inspection,B. General Hydrant Inspection,normal_hydrant_q0008,Ensure canvas hose is in good condition,status,Pass / Fail / N/A,True,False,8
normal_hydrant,Normal Hydrant Checklist,HYD,b_general_hydrant_inspection,B. General Hydrant Inspection,normal_hydrant_q0009,Ensure nozzle is in good condition,status,Pass / Fail / N/A,True,False,9
normal_hydrant,Normal Hydrant Checklist,HYD,b_general_hydrant_inspection,B. General Hydrant Inspection,normal_hydrant_q0010,Ensure hydrant valve is in good condition,status,Pass / Fail / N/A,True,False,10
portable_fire_extinguisher,Portable Fire Extinguisher Checklist,EXT,b_general_extinguisher_inspection,B. General Extinguisher Inspection,portable_fire_extinguisher_q0001,Check all fire extinguishers are in designated places,status,Pass / Fail / N/A,True,False,1
portable_fire_extinguisher,Portable Fire Extinguisher Checklist,EXT,b_general_extinguisher_inspection,B. General Extinguisher Inspection,portable_fire_extinguisher_q0002,Check for physical damage,status,Pass / Fail / N/A,True,False,2
portable_fire_extinguisher,Portable Fire Extinguisher Checklist,EXT,b_general_extinguisher_inspection,B. General Extinguisher Inspection,portable_fire_extinguisher_q0003,Check for leakage,status,Pass / Fail / N/A,True,False,3
portable_fire_extinguisher,Portable Fire Extinguisher Checklist,EXT,b_general_extinguisher_inspection,B. General Extinguisher Inspection,portable_fire_extinguisher_q0004,Check for clogged nozzle,status,Pass / Fail / N/A,True,False,4
portable_fire_extinguisher,Portable Fire Extinguisher Checklist,EXT,b_general_extinguisher_inspection,B. General Extinguisher Inspection,portable_fire_extinguisher_q0005,Check safety pins are not removed,status,Pass / Fail / N/A,True,False,5
portable_fire_extinguisher,Portable Fire Extinguisher Checklist,EXT,b_general_extinguisher_inspection,B. General Extinguisher Inspection,portable_fire_extinguisher_q0006,Ensure fire extinguishers are in working condition,status,Pass / Fail / N/A,True,False,6
portable_fire_extinguisher,Portable Fire Extinguisher Checklist,EXT,b_general_extinguisher_inspection,B. General Extinguisher Inspection,portable_fire_extinguisher_q0007,Note date for annual Bomba inspection,date,Date / remark,False,False,7
portable_fire_extinguisher,Portable Fire Extinguisher Checklist,EXT,e_fire_certificate,E. Fire Certificate,portable_fire_extinguisher_q0008,Fire certificate applicable,boolean_status,N/A / Yes / No,True,False,8
portable_fire_extinguisher,Portable Fire Extinguisher Checklist,EXT,e_fire_certificate,E. Fire Certificate,portable_fire_extinguisher_q0009,"If yes, certificate expiry date",date,Date,False,False,9
portable_fire_extinguisher,Portable Fire Extinguisher Checklist,EXT,e_fire_certificate,E. Fire Certificate,portable_fire_extinguisher_q0010,Certificate photo required,boolean_status,Yes / No,True,False,10
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,c_pillar_hydrant_general_inspection,C. Pillar Hydrant General Inspection,pressurized_hydrant_system_q0001,Ensure pillar hydrants are not obstructed,status,Pass / Fail / N/A,True,False,1
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,c_pillar_hydrant_general_inspection,C. Pillar Hydrant General Inspection,pressurized_hydrant_system_q0002,Ensure no unauthorized usage of hydrant is permitted,status,Pass / Fail / N/A,True,False,2
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,c_pillar_hydrant_general_inspection,C. Pillar Hydrant General Inspection,pressurized_hydrant_system_q0003,Ensure cabinet key is in position,status,Pass / Fail / N/A,True,False,3
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,c_pillar_hydrant_general_inspection,C. Pillar Hydrant General Inspection,pressurized_hydrant_system_q0004,Ensure cabinet glass is not broken,status,Pass / Fail / N/A,True,False,4
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,c_pillar_hydrant_general_inspection,C. Pillar Hydrant General Inspection,pressurized_hydrant_system_q0005,Ensure canvas hose is kept in cabinet,status,Pass / Fail / N/A,True,False,5
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,c_pillar_hydrant_general_inspection,C. Pillar Hydrant General Inspection,pressurized_hydrant_system_q0006,Ensure nozzle is kept in cabinet,status,Pass / Fail / N/A,True,False,6
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,c_pillar_hydrant_general_inspection,C. Pillar Hydrant General Inspection,pressurized_hydrant_system_q0007,Ensure hydrant valve is shut when not in use,status,Pass / Fail / N/A,True,False,7
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,c_pillar_hydrant_general_inspection,C. Pillar Hydrant General Inspection,pressurized_hydrant_system_q0008,Ensure canvas hose is in good condition,status,Pass / Fail / N/A,True,False,8
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,c_pillar_hydrant_general_inspection,C. Pillar Hydrant General Inspection,pressurized_hydrant_system_q0009,Ensure nozzle is in good condition,status,Pass / Fail / N/A,True,False,9
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,c_pillar_hydrant_general_inspection,C. Pillar Hydrant General Inspection,pressurized_hydrant_system_q0010,Ensure hydrant valve is in good condition,status,Pass / Fail / N/A,True,False,10
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,d_water_tank_and_supply,D. Water Tank And Supply,pressurized_hydrant_system_q0011,Check hydrant water storage tank condition,status,Pass / Fail / N/A,True,False,11
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,d_water_tank_and_supply,D. Water Tank And Supply,pressurized_hydrant_system_q0012,Check incoming water supply,status,Pass / Fail / N/A,True,False,12
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,d_water_tank_and_supply,D. Water Tank And Supply,pressurized_hydrant_system_q0013,Check tank water level,status,Pass / Fail / N/A,True,False,13
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,d_water_tank_and_supply,D. Water Tank And Supply,pressurized_hydrant_system_q0014,Check tank float valve / make-up water if available,status,Pass / Fail / N/A,True,False,14
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,d_water_tank_and_supply,D. Water Tank And Supply,pressurized_hydrant_system_q0015,Check tank leakage / overflow condition,status,Pass / Fail / N/A,True,False,15
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,e_pump_valves_and_starter_panel,E. Pump Valves And Starter Panel,pressurized_hydrant_system_q0016,Check suction gate valve at open position,status,Pass / Fail / N/A,True,False,16
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,e_pump_valves_and_starter_panel,E. Pump Valves And Starter Panel,pressurized_hydrant_system_q0017,Check delivery gate valve at open position,status,Pass / Fail / N/A,True,False,17
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,e_pump_valves_and_starter_panel,E. Pump Valves And Starter Panel,pressurized_hydrant_system_q0018,Check power supply of pump starter panel,status,Pass / Fail / N/A,True,False,18
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,e_pump_valves_and_starter_panel,E. Pump Valves And Starter Panel,pressurized_hydrant_system_q0019,Measure phase L1-L2,number,Number / V,False,False,19
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,e_pump_valves_and_starter_panel,E. Pump Valves And Starter Panel,pressurized_hydrant_system_q0020,Measure phase L2-L3,number,Number / V,False,False,20
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,e_pump_valves_and_starter_panel,E. Pump Valves And Starter Panel,pressurized_hydrant_system_q0021,Measure phase L1-L3,number,Number / V,False,False,21
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,e_pump_valves_and_starter_panel,E. Pump Valves And Starter Panel,pressurized_hydrant_system_q0022,Check general setting of pump starter panel,status,Pass / Fail / N/A,True,False,22
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,e_pump_valves_and_starter_panel,E. Pump Valves And Starter Panel,pressurized_hydrant_system_q0023,Check indicator lamps / selector switches,status,Pass / Fail / N/A,True,False,23
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,g_duty_pump_test,G. Duty Pump Test,pressurized_hydrant_system_q0024,Test run duty pump on manual mode,status,Pass / Fail / N/A,True,False,24
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,g_duty_pump_test,G. Duty Pump Test,pressurized_hydrant_system_q0025,Test run duty pump on auto mode,status,Pass / Fail / N/A,True,False,25
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,g_duty_pump_test,G. Duty Pump Test,pressurized_hydrant_system_q0026,Duty pump cut-in pressure,number,Number / PSI,False,False,26
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,g_duty_pump_test,G. Duty Pump Test,pressurized_hydrant_system_q0027,Duty pump cut-out pressure if available,number,Number / PSI,False,False,27
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,g_duty_pump_test,G. Duty Pump Test,pressurized_hydrant_system_q0028,Record duty pump running pressure,number,Number / PSI,False,False,28
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,g_duty_pump_test,G. Duty Pump Test,pressurized_hydrant_system_q0029,Check abnormal noise / vibration / overheating,status,Pass / Fail / N/A,True,False,29
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,h_standby_pump_diesel_engine_test,H. Standby Pump / Diesel Engine Test,pressurized_hydrant_system_q0030,Check standby pump engine starting battery,status,Pass / Fail / N/A,True,False,30
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,h_standby_pump_diesel_engine_test,H. Standby Pump / Diesel Engine Test,pressurized_hydrant_system_q0031,Check standby pump battery charger,status,Pass / Fail / N/A,True,False,31
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,h_standby_pump_diesel_engine_test,H. Standby Pump / Diesel Engine Test,pressurized_hydrant_system_q0032,Record battery voltage,number,Number / V,False,False,32
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,h_standby_pump_diesel_engine_test,H. Standby Pump / Diesel Engine Test,pressurized_hydrant_system_q0033,Check standby pump diesel engine fuel level,status,Pass / Fail / N/A,True,False,33
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,h_standby_pump_diesel_engine_test,H. Standby Pump / Diesel Engine Test,pressurized_hydrant_system_q0034,Check standby pump diesel engine lubrication oil,status,Pass / Fail / N/A,True,False,34
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,h_standby_pump_diesel_engine_test,H. Standby Pump / Diesel Engine Test,pressurized_hydrant_system_q0035,Check coolant level if applicable,status,Pass / Fail / N/A,True,False,35
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,h_standby_pump_diesel_engine_test,H. Standby Pump / Diesel Engine Test,pressurized_hydrant_system_q0036,Test run standby pump on manual mode,status,Pass / Fail / N/A,True,False,36
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,h_standby_pump_diesel_engine_test,H. Standby Pump / Diesel Engine Test,pressurized_hydrant_system_q0037,Test run standby pump on auto mode,status,Pass / Fail / N/A,True,False,37
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,h_standby_pump_diesel_engine_test,H. Standby Pump / Diesel Engine Test,pressurized_hydrant_system_q0038,Standby pump cut-in pressure,number,Number / PSI,False,False,38
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,h_standby_pump_diesel_engine_test,H. Standby Pump / Diesel Engine Test,pressurized_hydrant_system_q0039,Standby pump cut-out pressure if available,number,Number / PSI,False,False,39
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,h_standby_pump_diesel_engine_test,H. Standby Pump / Diesel Engine Test,pressurized_hydrant_system_q0040,Check abnormal noise / vibration / overheating,status,Pass / Fail / N/A,True,False,40
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,i_jockey_pump_test,I. Jockey Pump Test,pressurized_hydrant_system_q0041,Test run jockey pump on manual mode,status,Pass / Fail / N/A,True,False,41
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,i_jockey_pump_test,I. Jockey Pump Test,pressurized_hydrant_system_q0042,Test run jockey pump on auto mode,status,Pass / Fail / N/A,True,False,42
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,i_jockey_pump_test,I. Jockey Pump Test,pressurized_hydrant_system_q0043,Jockey pump cut-in pressure,number,Number / PSI,False,False,43
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,i_jockey_pump_test,I. Jockey Pump Test,pressurized_hydrant_system_q0044,Jockey pump cut-out pressure,number,Number / PSI,False,False,44
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,i_jockey_pump_test,I. Jockey Pump Test,pressurized_hydrant_system_q0045,Check jockey pump start/stop operation,status,Pass / Fail / N/A,True,False,45
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,i_jockey_pump_test,I. Jockey Pump Test,pressurized_hydrant_system_q0046,Check abnormal noise / vibration / overheating,status,Pass / Fail / N/A,True,False,46
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,j_zone_valve_inspection,J. Zone Valve Inspection,pressurized_hydrant_system_q0047,Check all zone isolating butterfly valves at open position,status,Pass / Fail / N/A,True,False,47
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,j_zone_valve_inspection,J. Zone Valve Inspection,pressurized_hydrant_system_q0048,Check butterfly valve condition,status,Pass / Fail / N/A,True,False,48
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,j_zone_valve_inspection,J. Zone Valve Inspection,pressurized_hydrant_system_q0049,Check valve accessibility,status,Pass / Fail / N/A,True,False,49
pressurized_hydrant_system,Pressurized Hydrant System Checklist,HYD_PRESSURIZED,j_zone_valve_inspection,J. Zone Valve Inspection,pressurized_hydrant_system_q0050,Check valve signage / label,status,Pass / Fail / N/A,True,False,50
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,c_water_storage_tank_and_supply,C. Water Storage Tank And Supply,sprinkler_system_q0001,Check sprinkler water storage tank condition,status,Pass / Fail / N/A,True,False,1
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,c_water_storage_tank_and_supply,C. Water Storage Tank And Supply,sprinkler_system_q0002,Check incoming water supply,status,Pass / Fail / N/A,True,False,2
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,c_water_storage_tank_and_supply,C. Water Storage Tank And Supply,sprinkler_system_q0003,Check tank water level,status,Pass / Fail / N/A,True,False,3
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,c_water_storage_tank_and_supply,C. Water Storage Tank And Supply,sprinkler_system_q0004,Check tank float valve / make-up water if available,status,Pass / Fail / N/A,True,False,4
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,c_water_storage_tank_and_supply,C. Water Storage Tank And Supply,sprinkler_system_q0005,Check tank leakage / overflow condition,status,Pass / Fail / N/A,True,False,5
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,d_pump_valves_and_starter_panel,D. Pump Valves And Starter Panel,sprinkler_system_q0006,Check suction gate valve at open position,status,Pass / Fail / N/A,True,False,6
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,d_pump_valves_and_starter_panel,D. Pump Valves And Starter Panel,sprinkler_system_q0007,Check delivery gate valve at open position,status,Pass / Fail / N/A,True,False,7
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,d_pump_valves_and_starter_panel,D. Pump Valves And Starter Panel,sprinkler_system_q0008,Check power supply of pump starter panel,status,Pass / Fail / N/A,True,False,8
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,d_pump_valves_and_starter_panel,D. Pump Valves And Starter Panel,sprinkler_system_q0009,Measure phase L1-L2,number,Number / V,False,False,9
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,d_pump_valves_and_starter_panel,D. Pump Valves And Starter Panel,sprinkler_system_q0010,Measure phase L2-L3,number,Number / V,False,False,10
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,d_pump_valves_and_starter_panel,D. Pump Valves And Starter Panel,sprinkler_system_q0011,Measure phase L1-L3,number,Number / V,False,False,11
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,d_pump_valves_and_starter_panel,D. Pump Valves And Starter Panel,sprinkler_system_q0012,Check general setting of pump starter panel,status,Pass / Fail / N/A,True,False,12
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,d_pump_valves_and_starter_panel,D. Pump Valves And Starter Panel,sprinkler_system_q0013,Check indicator lamps / selector switches,status,Pass / Fail / N/A,True,False,13
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,f_duty_pump_test,F. Duty Pump Test,sprinkler_system_q0014,Test run duty pump on manual mode,status,Pass / Fail / N/A,True,False,14
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,f_duty_pump_test,F. Duty Pump Test,sprinkler_system_q0015,Test run duty pump on auto mode,status,Pass / Fail / N/A,True,False,15
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,f_duty_pump_test,F. Duty Pump Test,sprinkler_system_q0016,Duty pump cut-in pressure,number,Number / PSI,False,False,16
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,f_duty_pump_test,F. Duty Pump Test,sprinkler_system_q0017,Duty pump cut-out pressure if available,number,Number / PSI,False,False,17
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,f_duty_pump_test,F. Duty Pump Test,sprinkler_system_q0018,Record duty pump running pressure,number,Number / PSI,False,False,18
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,f_duty_pump_test,F. Duty Pump Test,sprinkler_system_q0019,Check abnormal noise / vibration / overheating,status,Pass / Fail / N/A,True,False,19
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,sprinkler_system_q0020,Check standby pump engine starting battery,status,Pass / Fail / N/A,True,False,20
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,sprinkler_system_q0021,Check standby pump battery charger,status,Pass / Fail / N/A,True,False,21
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,sprinkler_system_q0022,Record battery voltage,number,Number / V,False,False,22
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,sprinkler_system_q0023,Check diesel engine fuel level,status,Pass / Fail / N/A,True,False,23
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,sprinkler_system_q0024,Check lubrication oil level,status,Pass / Fail / N/A,True,False,24
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,sprinkler_system_q0025,Check coolant level if applicable,status,Pass / Fail / N/A,True,False,25
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,sprinkler_system_q0026,Test run standby pump on manual mode,status,Pass / Fail / N/A,True,False,26
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,sprinkler_system_q0027,Test run standby pump on auto mode,status,Pass / Fail / N/A,True,False,27
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,sprinkler_system_q0028,Standby pump cut-in pressure,number,Number / PSI,False,False,28
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,sprinkler_system_q0029,Standby pump cut-out pressure if available,number,Number / PSI,False,False,29
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,g_standby_pump_diesel_engine_test,G. Standby Pump / Diesel Engine Test,sprinkler_system_q0030,Check abnormal noise / vibration / overheating,status,Pass / Fail / N/A,True,False,30
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,h_jockey_pump_test,H. Jockey Pump Test,sprinkler_system_q0031,Test run jockey pump on manual mode,status,Pass / Fail / N/A,True,False,31
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,h_jockey_pump_test,H. Jockey Pump Test,sprinkler_system_q0032,Test run jockey pump on auto mode,status,Pass / Fail / N/A,True,False,32
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,h_jockey_pump_test,H. Jockey Pump Test,sprinkler_system_q0033,Jockey pump cut-in pressure,number,Number / PSI,False,False,33
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,h_jockey_pump_test,H. Jockey Pump Test,sprinkler_system_q0034,Jockey pump cut-out pressure,number,Number / PSI,False,False,34
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,h_jockey_pump_test,H. Jockey Pump Test,sprinkler_system_q0035,Check jockey pump start/stop operation,status,Pass / Fail / N/A,True,False,35
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,h_jockey_pump_test,H. Jockey Pump Test,sprinkler_system_q0036,Check abnormal noise / vibration / overheating,status,Pass / Fail / N/A,True,False,36
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,i_breeching_inlet_alarm_valve_main_valve,I. Breeching Inlet / Alarm Valve / Main Valve,sprinkler_system_q0037,Check breeching inlet to system available,status,Pass / Fail / N/A,True,False,37
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,i_breeching_inlet_alarm_valve_main_valve,I. Breeching Inlet / Alarm Valve / Main Valve,sprinkler_system_q0038,Check breeching inlet condition,status,Pass / Fail / N/A,True,False,38
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,i_breeching_inlet_alarm_valve_main_valve,I. Breeching Inlet / Alarm Valve / Main Valve,sprinkler_system_q0039,Check sprinkler alarm valves condition,status,Pass / Fail / N/A,True,False,39
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,i_breeching_inlet_alarm_valve_main_valve,I. Breeching Inlet / Alarm Valve / Main Valve,sprinkler_system_q0040,Check main isolating valve at open position,status,Pass / Fail / N/A,True,False,40
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,i_breeching_inlet_alarm_valve_main_valve,I. Breeching Inlet / Alarm Valve / Main Valve,sprinkler_system_q0041,Check alarm valve pressure gauge condition,status,Pass / Fail / N/A,True,False,41
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,i_breeching_inlet_alarm_valve_main_valve,I. Breeching Inlet / Alarm Valve / Main Valve,sprinkler_system_q0042,Flow proving test at sprinkler alarm valves,status,Pass / Fail / N/A,True,False,42
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,i_breeching_inlet_alarm_valve_main_valve,I. Breeching Inlet / Alarm Valve / Main Valve,sprinkler_system_q0043,Record pressure available during flow proving test,number,Number / PSI,False,False,43
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,j_zone_valve_flow_switch,J. Zone Valve / Flow Switch,sprinkler_system_q0044,Check all zone isolating butterfly valves at open position,status,Pass / Fail / N/A,True,False,44
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,j_zone_valve_flow_switch,J. Zone Valve / Flow Switch,sprinkler_system_q0045,Check butterfly valve supervisory switch if available,status,Pass / Fail / N/A,True,False,45
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,j_zone_valve_flow_switch,J. Zone Valve / Flow Switch,sprinkler_system_q0046,Check flow switch operation,status,Pass / Fail / N/A,True,False,46
sprinkler_system,Sprinkler System Checklist,SPK_SYSTEM,j_zone_valve_flow_switch,J. Zone Valve / Flow Switch,sprinkler_system_q0047,Confirm fire alarm panel receives flow switch signal,status,Pass / Fail / N/A,True,False,47
tripping_system,Tripping System Checklist,TRIP,c_starter_panel_manual_test,C. Starter Panel / Manual Test,tripping_system_q0001,Check starter panel condition,status,Pass / Fail / N/A,True,False,1
tripping_system,Tripping System Checklist,TRIP,c_starter_panel_manual_test,C. Starter Panel / Manual Test,tripping_system_q0002,Test manual run operation,status,Pass / Fail / N/A,True,False,2
tripping_system,Tripping System Checklist,TRIP,c_starter_panel_manual_test,C. Starter Panel / Manual Test,tripping_system_q0003,Test manual stop operation,status,Pass / Fail / N/A,True,False,3
tripping_system,Tripping System Checklist,TRIP,c_starter_panel_manual_test,C. Starter Panel / Manual Test,tripping_system_q0004,Check selector switch condition,status,Pass / Fail / N/A,True,False,4
tripping_system,Tripping System Checklist,TRIP,c_starter_panel_manual_test,C. Starter Panel / Manual Test,tripping_system_q0005,Check indicator lamps / status,status,Pass / Fail / N/A,True,False,5
tripping_system,Tripping System Checklist,TRIP,d_fire_alarm_trigger_test,D. Fire Alarm Trigger Test,tripping_system_q0006,Activate alarm by triggering break glass / manual call point,status,Pass / Fail / N/A,True,False,6
tripping_system,Tripping System Checklist,TRIP,d_fire_alarm_trigger_test,D. Fire Alarm Trigger Test,tripping_system_q0007,Activate alarm by triggering smoke detector if required,status,Pass / Fail / N/A,True,False,7
tripping_system,Tripping System Checklist,TRIP,d_fire_alarm_trigger_test,D. Fire Alarm Trigger Test,tripping_system_q0008,Check indication at main fire control panel,status,Pass / Fail / N/A,True,False,8
tripping_system,Tripping System Checklist,TRIP,d_fire_alarm_trigger_test,D. Fire Alarm Trigger Test,tripping_system_q0009,Record alarm zone / device triggered,text,Text,False,False,9
tripping_system,Tripping System Checklist,TRIP,e_interface_tripping_activation_test,E. Interface / Tripping Activation Test,tripping_system_q0010,Check fan activation in fire mode,status,Pass / Fail / N/A,True,False,10
